pack,rule_id,schema,doc_types,jurisdictions,has_triggers,has_checks
core/rules/ipr/ipr_core.yaml,ipr.supplied_software.definition,,,,True,True
core/rules/ipr/ipr_core.yaml,ipr.further_assurances.poa,,,,True,True
core/rules/ipr/ipr_core.yaml,ipr.oss.guardrails,,,,True,True
core/rules/ipr/ipr_core.yaml,ipr.source_code.escrow,,,,True,True
core/rules/title/title_core.yaml,title.clean.free_of_liens,,,,True,True
core/rules/title/title_core.yaml,title.vesting.early_wip_offsite,,,,True,True
core/rules/title/title_core.yaml,title.delivery_up.access_right,,,,True,True
core/rules/title/title_core.yaml,title.embedded_software.perpetual_licence,,,,True,True
core/rules/title/title_core.yaml,title.marking.register.audit,,,,True,True
core/rules/title/title_core.yaml,title.risk.cross_reference,,,,True,True
core/rules/title/title_core.yaml,title.commingling.bulk_processing,,,,True,True
core/rules/title/title_core.yaml,title.rejection.return_reversion,,,,True,True
core/rules/title/title_core.yaml,title.waivers.third_party_liens,,,,True,True
core/rules/title/title_core.yaml,title.customs.ior_alignment,,,,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.register.exhaustive_list,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.receipt.notice_window.latent,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.marking.tracking.required,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.storage.lifting.loler_puwer,,Any,UK,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.ccc.insurance.cover_required,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.no_lien.required,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.waste.disposal.duty_of_care,,Any,UK,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.use.only.for.project,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.incident.loss.damage.reporting,,Any,Any,True,True
core/rules/company_provided_items/company_provided_items_universal.yaml,cpi.export.controls.sanctions,,Any,UK,True,True
